Polling firm,"Last date of polling",Link,CPC,LPC,NDP,BQ,GPC,PPC,Others,"Margin of error","Sample size",Polling method,Lead Polling firm,"Last date of polling",Link,,,,,,,Others,"Margin of error","Sample size",Polling method,Lead
Nanos Research,"February 25, 2022",,32.2,30.3,17.7,—,5.4,6.8,—,±3.1 pp,"1,000 (1/2)",telephone (rolling),1.9
Abacus Data,"February 22, 2022",,31,31,20,8,6,3,1,±1.4 pp,"5,200",online,0
Ipsos,"February 21, 2022",,32,32,23,6,4,3,1,±3.5 pp,"1,001",online,0
Mainstreet Research,"February 17, 2022",,38.7,30.6,14.6,6.3,6.2,1.9,1.7,±2.7 pp,"1,323",IVR,8.1
Nanos Research,"February 11, 2022",,31.1,30.6,16.9,7.1,7.1,6.4,—,±3.0 pp,"1,000 (1/2)",telephone (rolling),0.5
Abacus Data,"February 8, 2022",,30,33,19,8,6,3,1,±2.6 pp,"1,500",online,3
Leger,"February 6, 2022",,29,33,21,8,4,4,0,±2.49 pp,"1,546",online,4
,"February 2, 2022",Erin O'Toole is removed as leader of the Conservative Party. Candice Bergen is named interim leader.,Erin O'Toole is removed as leader of the Conservative Party. Candice Bergen is named interim leader.,Erin O'Toole is removed as leader of the Conservative Party. Candice Bergen is named interim leader.,Erin O'Toole is removed as leader of the Conservative Party. Candice Bergen is named interim leader.,Erin O'Toole is removed as leader of the Conservative Party. Candice Bergen is named interim leader.,Erin O'Toole is removed as leader of the Conservative Party. Candice Bergen is named interim leader.,Erin O'Toole is removed as leader of the Conservative Party. Candice Bergen is named interim leader.,Erin O'Toole is removed as leader of the Conservative Party. Candice Bergen is named interim leader.,Erin O'Toole is removed as leader of the Conservative Party. Candice Bergen is named interim leader.,Erin O'Toole is removed as leader of the Conservative Party. Candice Bergen is named interim leader.,Erin O'Toole is removed as leader of the Conservative Party. Candice Bergen is named interim leader.,Erin O'Toole is removed as leader of the Conservative Party. Candice Bergen is named interim leader.
Nanos Research,"January 28, 2022",,30.4,29.9,20.7,—,6.7,5.8,—,±3.1 pp,"1,000 (1/4)",telephone (rolling),0.5
Mainstreet Research,"January 23, 2022",,29.3,29.4,16.7,5.8,12.7,3.2,2.8,±2.3 pp,"1,813",IVR,0.1
Leger,"January 23, 2022",,31,34,18,7,6,3,2,±2.51 pp,"1,525",online,3
Nanos Research,"January 21, 2022",,29.4,28.4,22.3,5.6,—,7.0,—,±3.1 pp,"1,000 (1/4)",telephone (rolling),1.0
EKOS,"January 17, 2022",,29.7,30.3,19.5,5.9,9.1,4.5,1,±1.9 pp,"2,612",IVR,0.6
Nanos Research,"January 14, 2022",,28.5,28.2,24.3,6.1,5.3,6.3,—,±3.0 pp,"1,000 (1/4)",telephone (rolling),0.3
Angus Reid,"January 12, 2022",,29,34,20,5,6,3,2,±2.0 pp,"5,002",online,5
Abacus Data,"January 12, 2022",,30,32,19,8,7,3,1,±2.089 pp,"2,200",online,2
Nanos Research,"January 7, 2022",,29.0,30.6,21.4,6.2,5.7,6.1,—,±3.0 pp,"1,000",telephone (rolling),1.6
Discover by Navigator,"January 5, 2022",,29,32,22,6,7,4,—,—,"2,513",online,3
EKOS,"December 21, 2021",,25,32,23,4,10,4,2,±3.1 pp,"1,015",IVR,7
Nanos Research,"December 10, 2021",,30.4,33.3,19.8,6.2,6.7,7.0,—,±3.0 pp,"1,000",telephone (rolling),2.9
Leger,"December 5, 2021",,29,36,19,7,5,3,1,±2.49 pp,"1,547",online,7
Mainstreet Research,"November 30, 2021",,30.3,33.5,15.7,5.5,10.0,3.2,1.9,±2.36 pp,"1,719",IVR,3.2
Abacus Data,"November 30, 2021",,30,32,20,8,6,3,1,±2.2 pp,"2,025",online,2
Angus Reid,"November 29, 2021",,29,35,20,7,5,2,1,±2 pp,"2,005",online,6
,"November 27, 2021",Amita Kuttner is named interim leader of the Green Party,Amita Kuttner is named interim leader of the Green Party,Amita Kuttner is named interim leader of the Green Party,Amita Kuttner is named interim leader of the Green Party,Amita Kuttner is named interim leader of the Green Party,Amita Kuttner is named interim leader of the Green Party,Amita Kuttner is named interim leader of the Green Party,Amita Kuttner is named interim leader of the Green Party,Amita Kuttner is named interim leader of the Green Party,Amita Kuttner is named interim leader of the Green Party,Amita Kuttner is named interim leader of the Green Party,Amita Kuttner is named interim leader of the Green Party
EKOS,"November 21, 2021",,26.6,30.4,19.1,5.9,11.4,5.2,1,±3.1 pp,"1,006",IVR,3.8
Leger,"November 7, 2021",,26,35,22,8,5,3,2,±2.48 pp,"1,565",online,9
Nanos Research,"October 29, 2021",,30.1,30.8,21.6,7.4,5.8,3.1,—,±3.1 pp,"1,000 (1/4)",telephone (rolling),0.7
Mainstreet Research,"October 24, 2021",,33.3,33.8,15.4,5.5,—,3.0,8.9,±2.4 pp,"1,711",IVR,0.5
Nanos Research,"October 22, 2021",,30.8,29.9,23.1,7.3,5.3,2.7,—,±3.1 pp,"1,000",telephone (rolling),0.9
Abacus Data,"October 20, 2021",,30,33,19,7,6,3,1,±1.9 pp,"2,220",online,3
,"September 27, 2021",Annamie Paul announces her intention to resign as the leader of the Green Party,Annamie Paul announces her intention to resign as the leader of the Green Party,Annamie Paul announces her intention to resign as the leader of the Green Party,Annamie Paul announces her intention to resign as the leader of the Green Party,Annamie Paul announces her intention to resign as the leader of the Green Party,Annamie Paul announces her intention to resign as the leader of the Green Party,Annamie Paul announces her intention to resign as the leader of the Green Party,Annamie Paul announces her intention to resign as the leader of the Green Party,Annamie Paul announces her intention to resign as the leader of the Green Party,Annamie Paul announces her intention to resign as the leader of the Green Party,Annamie Paul announces her intention to resign as the leader of the Green Party,Annamie Paul announces her intention to resign as the leader of the Green Party
,,,,,,,,,,,,,
2021 election,"September 20, 2021",HTML,33.7,32.6,17.8,7.6,4.9,2.3,1.1,—,"17,042,591",—,1.1
Polling firm,"Last date
of polling",Link,,,,,,,Others,"Margin
of error","Sample
size",Polling method,Lead
Polling firm,"Last date
of polling",Link,CPC,LPC,NDP,BQ,PPC,GPC,Others,"Margin
of error","Sample
size",Polling method,Lead
